code,product_name,attr,silver,llm_assisted
3265776722397,Raclette,milk_source,,cow
3265776722397,Raclette,texture,,soft
3265776722397,Raclette,country_of_origin,,france
3265776722397,Raclette,fat_class,high,
3265776722397,Raclette,is_ultra_processed,True,False
8480017138989,Queso rallado grana padano,milk_source,,cow
8480017138989,Queso rallado grana padano,texture,,hard
8480017138989,Queso rallado grana padano,fat_class,high,
8000430139075,Mozzarella,fat_class,medium,
7772919470016,Queso Tipo Mozzarella,milk_source,,cow
7772919470016,Queso Tipo Mozzarella,texture,fresh,processed
7772919470016,Queso Tipo Mozzarella,country_of_origin,italy,
8002626020228,Burratina,fat_class,medium,
8480017057082,Queso Fresco,fat_class,low,
8014745013814,Burratina al tarfufo,milk_source,,cow
8014745013814,Burratina al tarfufo,fat_class,medium,
8014745013814,Burratina al tarfufo,is_ultra_processed,,False
7501669805164,Queso mozzarella en barra,milk_source,,cow
7501669805164,Queso mozzarella en barra,texture,,other
7501669805164,Queso mozzarella en barra,fat_class,medium,
5712872293040,Salad cheese,milk_source,,cow
5712872293040,Salad cheese,texture,,other
5712872293040,Salad cheese,fat_class,medium,
8002670002010,Mascarpone,fat_class,very_high,
1225990,10 Mature British Cheddar Slices,texture,,hard
1225990,10 Mature British Cheddar Slices,fat_class,very_high,
1225990,10 Mature British Cheddar Slices,is_ultra_processed,False,True
4042089001451,Ziegen-Rolle (Weichkäse) natur 45 %,texture,,soft
4042089001451,Ziegen-Rolle (Weichkäse) natur 45 %,country_of_origin,,germany
4042089001451,Ziegen-Rolle (Weichkäse) natur 45 %,fat_class,medium,high
7501040080012,Queso estilo Panela La Villita,milk_source,,cow
7501040080012,Queso estilo Panela La Villita,texture,,fresh
7501040080012,Queso estilo Panela La Villita,country_of_origin,,other
7501040080012,Queso estilo Panela La Villita,fat_class,medium,
8000430070415,Galbanino,texture,fresh,soft
8000430070415,Galbanino,country_of_origin,,italy
8000430070415,Galbanino,fat_class,high,
3370011440230,Mont d'Or au lait cru AOP,fat_class,high,
2350385001931,Queso tierno,milk_source,,mixed
2350385001931,Queso tierno,texture,,soft
2350385001931,Queso tierno,country_of_origin,,spain
2350385001931,Queso tierno,fat_class,high,
4039503041025,Speisequarkzubereitung Halbfettstufe,milk_source,,cow
4039503041025,Speisequarkzubereitung Halbfettstufe,texture,cream,fresh
4039503041025,Speisequarkzubereitung Halbfettstufe,country_of_origin,,germany
4006402035516,Almzeit Pfeffer,milk_source,,cow
4006402035516,Almzeit Pfeffer,texture,soft,other
4006402035516,Almzeit Pfeffer,country_of_origin,,germany
4006402035516,Almzeit Pfeffer,fat_class,very_high,
4056489096979,Parmigiano Reggiano,milk_source,,cow
4056489096979,Parmigiano Reggiano,texture,,hard
4056489096979,Parmigiano Reggiano,fat_class,high,
3564709051765,Cancoillotte à l'ail,milk_source,,cow
3564709051765,Cancoillotte à l'ail,texture,,processed
3564709051765,Cancoillotte à l'ail,fat_class,low,
3564709051765,Cancoillotte à l'ail,is_ultra_processed,False,True
8480010290158,Queso tierno,milk_source,,mixed
8480010290158,Queso tierno,texture,,soft
8480010290158,Queso tierno,country_of_origin,,spain
8480010290158,Queso tierno,fat_class,medium,
3184670001387,La faisselle 0% - fromage blanc de campagne,milk_source,,cow
3184670001387,La faisselle 0% - fromage blanc de campagne,texture,cream,fresh
3184670001387,La faisselle 0% - fromage blanc de campagne,country_of_origin,,france
7501040083518,Queso Gouda rebanado fud,milk_source,,cow
7501040083518,Queso Gouda rebanado fud,texture,,processed
7501040083518,Queso Gouda rebanado fud,country_of_origin,,netherlands
7501040083518,Queso Gouda rebanado fud,fat_class,high,
7501040083518,Queso Gouda rebanado fud,is_ultra_processed,False,True
