code,product_name,brands,ingredients_text,quantity,lang,source,silver_milk_source,manual_milk_source,manual_milk_source_status,manual_milk_source_at,manual_milk_source_mode,manual_milk_source_note,silver_texture,manual_texture,manual_texture_status,manual_texture_at,manual_texture_mode,manual_texture_note,silver_country_of_origin,manual_country_of_origin,manual_country_of_origin_status,manual_country_of_origin_at,manual_country_of_origin_mode,manual_country_of_origin_note,silver_fat_class,manual_fat_class,manual_fat_class_status,manual_fat_class_at,manual_fat_class_mode,manual_fat_class_note,silver_is_pdo,manual_is_pdo,manual_is_pdo_status,manual_is_pdo_at,manual_is_pdo_mode,manual_is_pdo_note,silver_is_organic,manual_is_organic,manual_is_organic_status,manual_is_organic_at,manual_is_organic_mode,manual_is_organic_note,silver_is_ultra_processed,manual_is_ultra_processed,manual_is_ultra_processed_status,manual_is_ultra_processed_at,manual_is_ultra_processed_mode,manual_is_ultra_processed_note
3023260029731,Pur brebis Ossau-Iraty,"Istara,Lactalis,SNC Pyrénéfrom",lait pasteurisé de brebis,180g,,pool_a_typical,sheep,sheep,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,very_high,high,override,2026-05-15T15:29:26+00:00,llm,,True,True,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3123930650026,Comté,Entremont,"_Lait_ cru, sel, ferments _lactiques_, présure",200 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,very_high,very_high,confirmed,2026-05-15T15:29:26+00:00,llm,,True,False,override,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
20068073,Morbier au lait cru,"Duc de Cœur,Lidl,Saveurs de Nos Régions","Lait cru de vache, sel, présure animale, ferments lactiques (lait), colorant : charbon végétal,",250 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,soft,override,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,True,True,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,True,False,override,2026-05-15T15:29:26+00:00,llm,
8710912029946,Gouda semi curado,Holland Corona,"Ingredientes: leche de vaca pasteurizada, sal, fermentos lácticos, cuajo, colorante (E160a).",300 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,netherlands,netherlands,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,True,False,override,2026-05-15T15:29:26+00:00,llm,
4056489091585,Gouda cheese,Milbona,"gouda cheese - full fat, semi-hard cheese slices, less than 0,1g lactose per 100g ingredients milk, salt, starter cultures, microbial rennet, allergy advice for allergens, see ingredients in bold, storage instruction keep refrigerated,",400g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,netherlands,netherlands,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
20024857,Tomme de brebis,"Chêne D'argent,Duc de coeur","pasteurized sheep's milk (origin france), salt, rennet, lactic ferments, crust colours: ammoniacal caramel, annatto, medicinal vegetable charcoal: crust preservatives: potassium sorbate, natamycin,",220 g,,pool_a_typical,sheep,sheep,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,soft,override,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,very_high,high,override,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,True,False,override,2026-05-15T15:29:26+00:00,llm,
20614096,Maasdam Moelleux,Milbona,"FR Maasdam - Fromage à pâte mi-dure, au lait pasteurisé, en tranches. Ingrédients lait, sel, ferments lactiques, enzyme coagulante d'origine microbienne.",200 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,netherlands,netherlands,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
2320447002497,Le Gruyère,"Baackes & Heimes, Meierie","Kuhmilch, Speisesalz, Käsereikulturen, tierisches Lab.",131 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,switzerland,switzerland,confirmed,2026-05-15T15:29:26+00:00,llm,,very_high,very_high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3123930711758,L'Emmental Français Extra fin,EntreMont,"lait (Origine : France), sel, ferments lactiques. àre",300 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,very_high,override,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
5054781763413,Sliced Gouda Slices,Asda,Gouda Cheese (Pasteurised _Milk_).,250g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,netherlands,netherlands,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3256224332336,Emmental français pasteurisé rapé 29%MG,U,"LAIT de vache pasteurisé (France), sel, ferments (dont LAIT), coagulant microbien.",210 g (3x70g),,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
0200355021846,Cantal Vieux AOP,"Leclerc, traditions terroirs","_Lait_ pasteurisé de vache (France), sel, ferments  lactiques, présure.",176 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,very_high,override,2026-05-15T15:29:26+00:00,llm,,True,True,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3228021170022,President emmental coeur de meule 250g,PRÉSIDENT,"LAIT pasteurisé de vache , sel, ferments.",250 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3412290028362,Emmental Français,Ma Crémière,"_Lait_ de vache pasteurisé , sel, ferments (contient _lait_)",2 kg,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,very_high,override,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
356470034072107,Emmental,Les Croisés,"Lait_de_vache_pasteurisé_, sel, ferments (lait_)",500 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,very_high,override,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
2110787002604,Gouda,Prix Garantie,"Milch (Niederlande), Kochsalz. Kochsalzgehalt insgesamt: 1,8%.",300 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,netherlands,netherlands,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3564700014639,Emmental Français,"Marque Repère,Les Croisés","Lait pasteurisé, sel, ferments (dont lait), coagulant.",250 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,very_high,override,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3123930650149,Comté Le Caractère 12 Mois,Entremont,"Lait cru, sel, ferments lactiques, présure.",200 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,very_high,very_high,confirmed,2026-05-15T15:29:26+00:00,llm,,True,True,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3412290006148,Emmental français,Ma Crémière,"_Lait_ de vache pasteurisé , sel, ferments (contient _lait_)",100 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,very_high,override,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3564706596788,Comté,"Marque Repère,Les Croisés","_Lait_ cru de vache, sel, ferments lactiques (dont _lait_), présure",200g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,very_high,very_high,confirmed,2026-05-15T15:29:26+00:00,llm,,True,True,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3123930710737,L'emmental français extra fin,EntreMont,"Lait (Origine : France), sel, ferments lactiques, coagulant.",210 g (3 x 70 g),,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,very_high,override,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
8710912203797,Gouda,ValBontà,"Latte pastorizzato,sale,fermenti lattici,caglio Conservante(E251) Colorante(E160b) Crosta non edibile",300g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,netherlands,netherlands,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,True,False,override,2026-05-15T15:29:26+00:00,llm,,True,False,override,2026-05-15T15:29:26+00:00,llm,
3560071245962,Emmental français,"Carrefour, Carrefour classic","_Lait_ pasteurisé de vache (origine France), sel, ferments _lactiques_, coagulant microbien.",250 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,very_high,override,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
4337185755439,Gouda in Scheiben,K-Bio,"Pasteurisierte _Milch_, Speisesalz, Kulturen, Lab",200 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,netherlands,netherlands,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,True,True,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3350030161958,Comté AOP (35 % MG),Monoprix,Lait cru de vache - ferments lactiques (dont lait) - sel - présure animale.,250 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,very_high,very_high,confirmed,2026-05-15T15:29:26+00:00,llm,,True,True,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
4337256103480,Bio Gouda,REWE Bio,"Heumilch* g.t.S., Speisesalz, Käsereikulturen, mikrobielles Lab, Calciumchlorid. *aus kontrolliert biologischer Landwirtschaft.",150g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,netherlands,netherlands,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,True,True,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
01222685,Gouda Slices,Sainsbury's,Gouda Cheese (Cows' _Milk_).,250g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,netherlands,netherlands,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3216080072449,Mimolette hollandaise (24% MG),"FCCF, Sans marque","Lait de vache pasteurisé (Origine: Pays-Bas et Allemagne),sel, ferments lactiques, coagulant microbien, colorant: norbixine de rocou. Croûte non consommable.",220 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,netherlands,override,2026-05-15T15:29:26+00:00,llm,,medium,medium,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,True,False,override,2026-05-15T15:29:26+00:00,llm,
4400087054990,Maasdamer,frija,"Milch, Salz, Relfungskulturen, mikrobielles Lab.","8 x 37,5 g = 300 g",,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,netherlands,netherlands,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3412290028355,Emmental français,"Laitage, Ma Crémière","_Lait_ de vache pasteurisé , sel, ferments (contient _lait_)",200 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,very_high,override,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3564700014660,Emmental râpé,"Marque Repère, Les Croisés, Scamark (Filiale E. Leclerc)","pasteurized cow's milk (origin : france), salt, enzymes (including milk), coagulant,",200 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
3256224332312,"Fromage pasteurisé Emmental français râpé 29%MG, 200g",U,"LAIT de vache pasteurisé (France), sel, ferments (dont LAIT), coagulant microbien.",200 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
4061458047029,Maasdamer mild-nussig,"Hofburger, Milsani, Sachsenmilch","Pasteurisierte Kuhmilch, Speisesalz, Käsereikulturen (enthalten Milch), mikrobieller Labaustauschstoff.",300 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,netherlands,netherlands,confirmed,2026-05-15T15:29:26+00:00,llm,,high,high,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
356470001465306,Emmental râpé,"Marque Repère, Les Croisés","Lait_de_vache_pasteurisé_, sel, ferments (lait_)",100 g,,pool_a_typical,cow,cow,confirmed,2026-05-15T15:29:26+00:00,llm,,hard,hard,confirmed,2026-05-15T15:29:26+00:00,llm,,france,france,confirmed,2026-05-15T15:29:26+00:00,llm,,high,very_high,override,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,,False,False,confirmed,2026-05-15T15:29:26+00:00,llm,
