code,product_name,brands,ingredients_text,quantity,silver_cereal_type,manual_cereal_type,silver_grain_type,manual_grain_type,silver_is_low_sugar,manual_is_low_sugar,silver_is_high_fibre,manual_is_high_fibre,silver_nova_class,manual_nova_class,silver_is_vegan,manual_is_vegan,silver_is_whole_grain,manual_is_whole_grain,silver_is_organic,manual_is_organic
4061458179003,Schoko Müsli,Knusperone,"Vollkorn-Haferflocken (82 %), Reis-Kakao-Extrudat (Reismehl, Zucker, Glukosesirup, fettarmes Kakaopulver, Kakaopulver, Salz), Vollmilchschokoladenstücke (Zucker, Kakaomasse, Vollmilchpulver, Kakaobutter, Emulgator: Sonnenblumenlecithine), Zartbitterschokoladenstücke (Kakaomasse, Zucker, Kakaobutter, Emulgator: Sonnenblumenlecithine), gehackte Mandeln (2 %). Kann Erdnüsse, weitere Schalenfrüchte, Sojaerzeugnisse und Sesamsamen enthalten. Da es sich bei diesem Müsli um ein Naturprodukt handelt, kann trotz größter Sorgfalt nicht ausgeschlossen werden, dass Kern-, Stein - oder Schalenteile enthalten sind.",375g,chocolate_cereal,muesli,multigrain,oat,False,False,True,False,ultra_processed,ultra_processed,False,False,True,True,False,False
3350031937804,Muesli croustillant fruits rouges Bio Monoprix,MONOPRIX BIO !,"Flocons d'AVOINE* 41% - sucre de canne* - farine de BLÉ - huile de tournesol* - riz* 3,8% - flocons de BLÉ* 3,6% - flocons de SEIGLE* 3,6% - flocons d'ORGE* 3,6% - noix de coco râpée séchée* 2% - miel* - canneberges séchées* 1% - framboises lyophilisées* 0,7% - BLÉ* 0,48% - fraises lyophilisées* 0,3% - myrtilles lyophilisées* 0,3% - AVOINE* 0,29% - sel. Traces possibles de FRUITS À COQUE, SOJA, GRAINES DE SÉSAME, LAIT et ARACHIDES. * ingrédients issus de l'agriculture biologique.",375 g,muesli,granola,multigrain,multigrain,False,False,True,False,processed,ultra_processed,False,False,False,True,True,True
4000540000641,Bio-Haferflocken zart,Kölln,Haferflocken.,500g,oat_cereal,oat_cereal,oat,oat,True,True,True,True,natural,natural,True,True,False,True,True,True
8002330008857,Chejoy,"Esselunga, Esselunga Chejoy","cereali (semola di riso, farina di frumento 19%, farina di avena, farina di frumento integrale 2,4%), crema al cioccolato e alle nocciole 35% [zucchero, oli vegetali (girasole, cocco), siero di latte in polvere, cioccolato 4,5% (zucchero, cacao in polvere, burro di cacao), nocciole 1%, emulsionante: lecitina di girasole, aroma naturale], zucchero, inulina, vitamine [niacina (PP), vitamina E, B6, riboflavina (B2), tiammina (B1), acido folico (B9), B12)], ferro, colorante: beta - carotene, sale, antiossidante: estratto ricco in tocoferolo, antiagglomerante: carbonato di calcio.  Può contenere tracce di altra frutta a guscio e soia.",375 g,,chocolate_cereal,,multigrain,False,False,True,False,ultra_processed,ultra_processed,False,False,True,False,False,False
9009865004063,Bio Beeren Porridge,Ja! Natürlich,"HAFERVOLLKORNFLOCKEN* 76%, Puffreis* 8%, Datteln* getrocknet 7%, Marillen* getrocknet 6%, Beeren* gefriergetrocknet 3% (Himbeeren 2,1%, rote Johannisbeeren* 0,8%, Erdbeeren 0, 1%), Reismebl*. *aus biologischer Landwirtschaft",450 g,oat_cereal,oat_cereal,,oat,False,True,True,True,natural,processed,,True,False,True,True,True
7613034356468,Cereali a forma di biscotto Cookie Crisp,Nestlé,"Cereali (frumento integrale 35,1%, farina di mais 28,5%, farina di frumento 1 zucchero, sciroppo di glucosio, amido di frumento, zucchero di canna, oli vegetali (palma, girasole), cacao magro in polvere 1,2%, sale, cacao, aromi naturali, agente lievitante carbonati di sodio, correttore di acidità fosfati di potassio, amido di mais, vitamine e minerali (Carbonato di calcio, Niacina, Acido pantotenico, Ferro, Vitamina D, Acido Folico, Vitamina B6, Riboflavina).",260 g e,chocolate_cereal,chocolate_cereal,,multigrain,False,False,True,False,ultra_processed,ultra_processed,,False,True,True,False,False
3760222470650,Flocons de Sarrazin bio,Jean-Pierre Cloteau,Flocons de sarrasin nature.,125 g,,other,,other,True,True,True,False,,natural,,True,False,True,True,True
8003170055797,Fiocchi di avena,"Conad, Verso Natura",Fiocchi d'avena,350 g,oat_cereal,oat_cereal,oat,oat,True,True,True,True,natural,natural,True,True,False,True,True,False
5000108022176,PORAGE OATS ORIGINAL TRADITIONAL SMOOTH CUT,Scott's,100% Rolled Oats,1 kg,oat_cereal,oat_cereal,oat,oat,True,True,False,True,natural,natural,True,True,False,True,False,False
0038000148101,Kellogg's Honey Smacks,"Honey Smacks,Kellogg's","Whole grain wheat, sugar, glucose syrup, honey, palm oil 2%, fruit juice (color), salt, canola lecithin, mixed tocopherols (vitamin e).",23 oz (1 lb 7 oz) 652 g,,other,,wheat,False,False,False,False,ultra_processed,ultra_processed,False,False,True,True,False,False
0011110030726,Peanut Butter Sweetened Multi-Grain Toasted Cereal,Kroger,"WHOLE GRAIN CORN FLOUR, SUGAR, PEANUT BUTTER (PEANUTS, DEXTROSE, MONOGLYCERIDES, SALT), WHOLE GRAIN BARLEY FLOUR, WHOLE GRAIN BROWN RICE FLOUR, WHOLE GRAIN OAT FLOUR, WHOLE GRAIN SORGHUM FLOUR, DEXTROSE, SALT, TRISODIUM PHOSPHATE, COLOR ADDED, MIXED TOCOPHEROLS (ADDED TO PRESERVE FRESHNESS). VITAMINS AND MINERALS: CALCIUM CARBONATE, SODIUM ASCORBATE (VITAMIN C), REDUCED IRON, NIACINAMIDE, ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMINE MONONITRATE (VITAMIN B1), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN D, VITAMIN B12. CONTAINS: PEANUTS.",11.3,,other,,multigrain,False,False,False,False,ultra_processed,ultra_processed,,False,True,True,False,False
5059319004792,Dark Choco,"Kellogg's, Krave","Farine di cereali (53%) (_frumento_, _avena_, riso), ripieno al cioccolato (zucchero, oli vegetali (palma, girasole, colza} in proporzioni variabili, cioccolato (5%) { cacao magro in polvere, pasta di cacao, burro di cacao, zucchero), cacao magro in polvere, amido, burro di cacao, emulsionante (lecitina di soia)), zucchero, sale, coloranti (norbissina di annatto, caroteni), antiossidanti (palmitato di ascorbile, alfa-tocoferolo), riboflavina, tiamina, vitamina B6, vitamina B12.",410 g,chocolate_cereal,chocolate_cereal,,multigrain,False,False,False,False,ultra_processed,ultra_processed,True,False,False,False,False,False
7610023000173,Nature Crunch,bio-familia,"_Flocons d'avoine_ complète, _flocons d'engrain_ 24.5%, riz, huile de tournesol, oligofructose, maïs, farine complète (_blé_, _seigle_, _orge_), poudre de cacao maigre, sel. Peut contenir lait, soja, amandes, noisettes, noix de pécan, noix de cajou, sésame",450 g,muesli,muesli,multigrain,multigrain,True,False,True,False,processed,processed,True,True,False,True,False,False
7501071305184,Granola 5 Semillas,Branli,"Avena 47%, azúcar, arándano deshidratado 5% (arándano, azúcar y aceite vegetal), maltodextrina, semilla de girasol 4 %, coco rallado azucarado, amaranto 3%, aceite vegetal, miel de abeja, linaza 2%, salvado de trigo, ajonjoli 1%, pepita de calabaza 1%, saborizante natural, sal yodada, tocoferoles concentrados (mezcla).",330 g,,granola,,oat,False,False,True,False,ultra_processed,ultra_processed,False,False,False,False,False,False
7758574003493,Avena Multisemillas,Quaker,"Hojuelas de avena (92.5%), semillas de linaza (4%), hojuelas de cañihua (2.5%), semillas de chía (1%).",450 g,oat_cereal,oat_cereal,oat,multigrain,False,True,True,True,natural,processed,,True,False,True,False,False
4316268486743,Crunchy Nuss-Knuspermüsli,"Korn Mühle, Netto","70% _Hafervollkornflocken_, Zucker, Palmöl, Glukose-Fruktose-Sirup, Oligofruktose, 2% gehobelte _Mandeln_, 2% _Cashewkerne_, 1% geröstete gehackte _Haselnusskerne_, Maisstärke, Magermilchpulver, Speisesalz.",600 g,muesli,granola,multigrain,oat,False,False,True,False,ultra_processed,ultra_processed,False,False,False,True,False,False
7771718360054,Gozito,"Chocolates Gozo,Gozito","Cobertura de chocolate con leche (Azúcar, pasta de cacao, manteca de cacao, leche entera en polvo, emulsionante (E-322), saborizante artificial a vainilla), extruidos de maíz, azúcar, glaseante (E-414), jarabe de glucosa.",200 g,,chocolate_cereal,,corn,False,False,False,False,ultra_processed,ultra_processed,False,False,False,False,False,False
5053827182225,Extra choccolato al latte,Kellogg’s,"Fiocchi d'avena (47%), zucchero, olio di palma non idrogenato, pezzi di cioccolato al latte (14%) {zucchero, burro di cacao, latte intero in polvere, pasta di cacao, oli vegetali non idrogenati [palma, karitè, shorea robusta (sal), mango] in proporzioni variabili, emulsionante (lecitina di soia)), farina di frumento (8%), cocco disidratato, melassa, sale, estratto di malto d'orzo, cannella, vitamine (niacina, B6, B2, B1, acido folico, B12) e ferro.",375 g,chocolate_cereal,granola,,oat,False,False,False,False,ultra_processed,ultra_processed,False,False,False,False,False,False
20152917,Corn flakes,Crownfield,"92% maiz de La Plata (origen: Argentina), azúcar, extracto de malta de cebada, sal.",500g,,corn_flakes,,corn,False,False,False,False,processed,ultra_processed,,True,False,False,False,False
0016000487697,Multi Grain Cheerios,Cheerios,"Whole Grain Oats, Whole Grain Corn, Sugar, Whole Grain Rice, Corn Starch, Brown Sugar Syrup, Salt, Tripotassium Phosphate, Color (caramel color, annatto extract). Vitamin E (mixed tocopherols) (Added to Preserve Freshness). Vitamins and Minerals [Calcium Carbonate, Iron (mineral nutrients), Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin C (sodium ascorbate), A B Vitamin (calcium pantothenate), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), A B Vitamin (folic acid), Vitamin B12, Vitamin A (palmitate), Vitamin D3].",12 oz (340 g),,mixed,,multigrain,False,False,True,False,ultra_processed,ultra_processed,,True,True,True,False,False
3222475651298,Flocons d'avoine,Casino bio,"Avoine** Ingrédients issus de l'agriculture biologique. Fabriqué dans un atelier qui utilise des fruits à coque, du soja, des graines de sésame, des produits laitiers et de l'arachide.",500 g,oat_cereal,oat_cereal,oat,oat,True,True,True,True,natural,natural,True,True,False,True,True,True
20774998,Schoko Hafer-Müsli,Crownfield,"78 % Hafervollkornflocken, Reis-Kakao-Extrudat [Reismehl, Zucker, fettarmes Kakaopulver, Vollmilchschokolade (Zucker, Kakaobutter, Vollmilchpulver, Kakaomasse, Emulgator: Lecithine), Glukosesirup, Gerstenmalzextrakt, Sonnenblumenöl, Speisesalz, natürliches Kakao-Aroma], 5 % Zartbitterschokoladen - plättchen (Kakaomasse, Zucker, Kakaobutter, Emulgator: Lecithine), 5 % Vollmilchschokoladenplättchen (Zucker, Kakaomasse, Vollmilchpulver, Kakaobutter, Emulgator: Lecithine).",750 g,chocolate_cereal,muesli,multigrain,oat,True,False,True,False,ultra_processed,ultra_processed,False,False,False,True,False,False
7754159001243,Avena,Santa Catalina,para consejos generales de nutrición. Aproximadamente 7 porcioNes faformación Nutriclonal ació Tamaño de porción 1/2 taza (40g) Cantidad por porción Calorías 160 % Valor Diario* Grasa Total 3.0 g 4% Grasa Saturada 1 g 3% Grasa Trans 0 g Colesterol 0 mg Sodio 0 mg 0% 0% Carbohidratos totales 27 g 10% Fibra Dietaria 4 g 14% Azúcares Totales 1 g Azúcares Añadidos 0 g 0% Proteínas 5 g Calcio 27 mg 3% 7% Hierro 2 mg Zinc 1 mg 6% &quot;El % de valor diario (DV) le dice cuánto contribuye un nutriente en una porción de alimentos a una dieta diaria de 2000 calorias 04/01/23 01:1 LIO IFLAS PRECOC ON Catama 1986,280 gr,,oat_cereal,,oat,False,True,False,True,,natural,,True,False,True,False,False
4056489193029,Neo bits,Lild,"Mehl (26 % Weizenvollkorn, 16 % Weizen), Creme mit Vanillegeschmack (Zucker, Palmöl, Maltrodextrin, Reismehl, Rapsöl, Magermilchpulver, Füllstoff: Calciumcarbonate; natürliches Aroma, Emulgator: Lecithine; Antioxidationsmittel: Alpha-Tocopherol), Zucker, 5 % fettarmer Kakao (fettarmer Kakao, Säureregulatoren: Natriumhydroxid, Kaliumcarbonate), 4% Maisvollkorngrieß, Speisesalz. Kann Spuren von anderen glutenhaltigen Getreiden, Schalenfrüchten, Soja und Erdnüssen enthalten.",500g,,chocolate_cereal,,wheat,False,False,True,False,ultra_processed,ultra_processed,False,False,False,True,False,False
5053827187343,Granola cioccolato e nocciole,"Kellogg's, kellogs","Avena integrale 48%, zucchero, olio di palma, pezzi di cioccolato 11% (zucchero, pasta di cacao, burro di cacao, grassi vegetali (palma, karitè), grassi del latte, emulsionante (lecitina di soia)), farina di frumento, nocciole 3%, sale, melassa, cocco essiccato, estratto di malto d'orzo.  Può contenere: glutine, frutta a guscio.",500g,chocolate_cereal,granola,multigrain,oat,False,False,True,False,ultra_processed,ultra_processed,False,False,True,True,False,False
7771214002755,Frutaritos,"Venado,Frutaritos","Harina de arroz, harina de trigo fortificada, azúcar, agua, harina de maíz, leche descremada en polvo, sal, leudante (bicarbonato de sodio), regulador de acidez (E330), saborizantes artificiales (fresa, naranja, piña, mora, limón), colorantes artificiales (Tartrazina, E129, E110, E133), Ácido Ascórbico (Vitamina C), Niacinamida (Vitamina B3), Ortofosfato Férrico, Sulfato de Zinc, Clorhidrato de Piridoxina (Vitamina B6), Riboflavina (Vitamina B2), Mononitrato de Tiamina (Vitamina B1), Vitamina A, Ácido Fólico, Vitamina K, Vitamina D, Vitamina B12.",220 g,,other,,multigrain,False,False,False,False,ultra_processed,ultra_processed,False,False,False,False,False,False
5050083519116,Choco Krispies,Kellogg's,"Arroz, Azúcar, Cacao desgrasado en polvo, Maltodextrina, Pasta de cacao, Sal, Aroma de malta de cebada, Aroma, Aroma natural. VITAMINAS Y MINERALES: Niacina, Hierro, Vitamina B6, Riboflavina (B2), Tiamina (B1), Ácido fólico, Vitamina D, Vitamina B12.",600 g,,chocolate_cereal,,rice,False,False,False,False,ultra_processed,ultra_processed,,True,False,False,False,False
4306188055846,Traube-nuss-müsli,Jeden Tag,"23% fiocchi integrali di _avena_, 23% fiocchi integrali di _frumento_, 22% fiocchi integrali di _segale_, 15% uva sultanina, 3% _nocciole_, semi di lino, fiocchi di cocco, 2% _arachidi_ (dimezzate e tostate), 2% _mandorle_, cornflakes (mais, zucchero, sale, estratto di malto d'_orzo_), semi di girasole. Può contenere tracce di altra _frutta a guscio_, _senape_, _lupini_, _latte_, _soia_ e _sesamo_.",1000g,muesli,muesli,multigrain,multigrain,False,False,True,True,processed,processed,False,False,True,True,False,False
7613287256256,Shreddies The Simple One,Nestle,"Whole Grain Wheat (107.7%), Banana Puree (7.0%), Date Syrup (3.5%), Salt. ALLERGY ADVICE: For allergens, including cereals containing gluten, see ingredients in bold. May also contain Nuts.",460g,,other,,wheat,True,True,True,,processed,processed,True,True,True,True,False,False
5000127163096,Special K The Original,Kellogg's,"Rice (47%), wholewheat (37%), sugar, barley (5%), malted barley flour, salt, barley malt extract, niacin, iron, riboflavin, thiamin, vitamin B6, folic acid, vitamin D, vitamin B12.",750 g,,other,,multigrain,False,False,True,False,processed,ultra_processed,,True,True,True,False,False
8001300803331,Muesli con semi e frutti di bosco,"Despar, Spar","Fiocchi di avena integrale&quot;, fiocchi d'orzo integrale&quot;, fiocchi di Frumento integrale&quot;, fiocchi di segale integrale&quot;, fiocchi di riso e frumento integrale tostati&quot; (riso&quot;, Frumento integrale&quot;, zucchero di canna&quot;, glutine di Frumento', farina di Frumento, estratto di malto d'orzoʻ, sale marino, emulsionante: lecitine di girasole), semi di lino&quot; (5%), semi di girasole (3%) amaranto soffiato, semi di zucca (2%), lamponi liofilizzati a pezzi (2%), more liofitizzate (2%), mirtilli neri liofilizzati (2%).",350,muesli,muesli,multigrain,multigrain,True,False,True,True,ultra_processed,processed,,True,True,True,True,False
0030000315507,Real Medleys Apple Walnut,"Quaker, Real Medleys","WHOLE GRAIN ROLLED OATS, MULTI GRAIN BLEND (WHOLE GRAIN ROLLED OATS, ROLLED BARLEY, WHOLE GRAIN ROLLED RYE), DRIED SWEETENED APPLES (APPLES, SUGAR), DRIED SWEETENED CRANBERRIES (CRANBERRIES, SUGAR), WALNUTS COATED WITH ROSEMARY EXTRACT, BROWN SUGAR, DEHYDRATED APPLES (APPLES, SUGAR, FRUCTOSE, CINNAMON, MALIC ACID, SODIUM SULFITE), WHOLE GRAIN ROLLED WHEAT, SALT, CINNAMON, NATURAL FLAVOR.",2.64 oz (75 g),muesli,oat_cereal,multigrain,multigrain,False,False,True,False,ultra_processed,ultra_processed,,False,True,True,False,False
7702103002143,Müsli Manzana,"Kellogg's,Müsli","Mezcla de cereales (hojuela de avena 20%, maíz, arroz, salvado de trigo), azúcar, pasas, manzana deshidratada 3%, extracto de malta, sal, hierro reducido (hierro), colecalciferol (vitamina D3), cianocobalamina (vitamina B12), mononitrato de tiamina (vitamina B1), piridoxina (vitamina B6), ácido fólico.",300 g,muesli,muesli,multigrain,multigrain,False,False,True,False,processed,ultra_processed,,True,False,False,False,False
4000540003130,Crunchy Choc-Choc-Choc - Hafer-Müsli,Kölln,"Vollkorn-_Haferflocken_ (47 %), Zucker, Palmöl, _Weizenmehl_, Vollkorn-_Weizenflocken_ (4%), Glukose-Fruktose Sirup, Kakaomasse*, Vollkorn-_Hafermehl_ (3%), Kakaobutter*, _Vollmilchpulver_, fettarmes Kakaopulver*, _Magermilchpulver_, _Gerstenmalzextrakt_, Maisstärke, Speisesalz, Emulgator Lecithine, natürliches Aroma (enthält _Milch_).  *Rainforest Alliance-zertifiziert",400g,chocolate_cereal,muesli,multigrain,oat,False,False,True,False,ultra_processed,ultra_processed,False,False,True,True,False,False
4311501720042,Cornflakes,Gut & Günstig,"Mais, Gerstenmalzextrakt, Speisesalz",500g,corn_flakes,corn_flakes,corn,corn,True,True,False,False,processed,processed,True,True,False,False,False,False
0038000196218,Protein Honey almond ancient grains,"Special K,Kellogg's, Kellogg, Kelloggs","Whole wheat, sugar, rice, wheat gluten, soy protein isolate, sorghum, black rice, almonds, wheat bran, honey, contains 2% or less of salt, natural flavors, bht for freshness. vitamins and minerals: calcium carbonate, reduced iron, vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), folic acid, niacinamide, vitamin d3.",312 g,,other,,multigrain,False,False,True,False,ultra_processed,ultra_processed,False,False,True,True,False,False
9556174902202,Quaker Quick Cooking Oatmeal,Quaker,100% Oats,800 g,oat_cereal,oat_cereal,oat,oat,False,True,False,False,,natural,,True,False,True,False,False
4016249131876,Hildegard Dinkel-Müsli mit Amaranth,Allos,"Dinkelvollkornflocken* 68%, Rosinen* getrocknet 13%, Amaranth* gepoppt und gemahlen 12%, Birnen getrocknet 2,4%, Sauerkirschen getrocknet 1,5%, Mandeln gehobelt 1%, Flohsamen*, Zimt, Galgant, Bertram&quot;, Sonnenblumenöl*. *aus ökologischem Landbau. Kann Spuren von Milch, anderen Nüssen/Schalenfrüchten, Sesam, Soja und Weizen enthalten.",500 g,muesli,muesli,multigrain,wheat,True,True,True,True,processed,processed,True,True,False,True,True,True
3111900330085,Bombs miel,Favrichon,"Maïs* 74,4&, sucre de canne** non raffiné, miel 7,1%, sel de mer. Peut contenir des traces de lait et fruits à coque. * Ingrédients issus de l'agriculture biologique. ** Issus de l'agriculture biologique et du commerce équitable.",300g,chocolate_cereal,puffed_rice,,corn,False,False,False,False,processed,ultra_processed,False,False,False,False,True,True
8480012001073,Copos de avena,"eliges,IFA","Copos de avena (100%). Puede contener trazas de cacahuetes soja, productos lácteos, frutos de cáscara y granos de sésamo.",500g,oat_cereal,oat_cereal,oat,oat,True,True,True,True,natural,natural,True,True,False,True,False,False
3222474347352,Petale,Casino,"Riz 63% - _blé_ complet 21% - sucre - gluten de _blé_ - germes de _blé_ - sel - extrait de malt d'_orge_ - _lait_ écrémé en poudre - émulsifiant : mono - et diglycérides d'acides gras - arôme.traces de _fruits à coque_, d'_arachides_, de _graines de sésame_ et de _soja._",600 g,,puffed_rice,,rice,False,False,True,False,ultra_processed,ultra_processed,False,False,False,True,False,False
0058449450795,Hot & Steamy Porridge Oats,Nature's Path,"Gluten free rolled oats, raw cane sugar, diced apple (3.5%), flax seeds, flavouring, sea salt, cinnamon, brown sugar, maple sugar, rolled amaranth, rolled quinoa, sorghum flour, natural flavouring, sea salt.",224g,,oat_cereal,,oat,True,False,True,False,ultra_processed,processed,True,True,False,True,True,False
7613031291441,Chocapic,"Nestlé,Chocapic","Cereales 73% (Harina de maíz integral 38.9%, Harina de trigo 24.1%, Harina de trigo integral 10%), Jarabe de maltitol, Cacao en polvo 6.5%, Polidextrosa, Fuente de calcio (Carbonato de calcio), Sal, Licor de cacao 0.4%, Saborizantes naturales, Vitaminas y minerales (Niacina, Hierro, Pantotenato de calcio, Óxido de Zinc, Vitamina B1, Vitamina B6, Ácido fólico, Vitamina B2), Edulcorante (Sucralosa 0.040%), Edulcorante (Estevia 0.0074%), Antioxidante (Concentrado de tocoferoles mixtos 0.004%).",30 g,chocolate_cereal,chocolate_cereal,,multigrain,True,False,True,False,ultra_processed,ultra_processed,,True,True,True,False,False
2000000152508,Toñitos de Chocoate,"Toñitos,Tropical","Arroz, maíz, cacao, manteca de cacao, glucosa, leche, vainilla.",30 g,,chocolate_cereal,,multigrain,False,False,False,False,ultra_processed,ultra_processed,False,False,False,False,False,False
7591057001025,Corn Flakes,"Kellogg's,Corn Flakes","Maíz, azúcar, malta, sal, hierro reducido (hierro), colecalciferol (vitamina D), cianocobalamina (vitamina B12), mononitrato de tiamina (vitamina B1), piridoxina (vitamina B6), ácido fólico.",200 g,corn_flakes,corn_flakes,corn,corn,False,False,False,False,processed,ultra_processed,,True,False,False,False,False
