code,product_name,brands,ingredients_text,quantity,lang,source,silver_chocolate_type,manual_chocolate_type,manual_chocolate_type_status,manual_chocolate_type_at,manual_chocolate_type_mode,manual_chocolate_type_note,silver_cocoa_percentage,manual_cocoa_percentage,manual_cocoa_percentage_status,manual_cocoa_percentage_at,manual_cocoa_percentage_mode,manual_cocoa_percentage_note,silver_contains_nuts,manual_contains_nuts,manual_contains_nuts_status,manual_contains_nuts_at,manual_contains_nuts_mode,manual_contains_nuts_note,silver_chocolate_extra,manual_chocolate_extra,manual_chocolate_extra_status,manual_chocolate_extra_at,manual_chocolate_extra_mode,manual_chocolate_extra_note,silver_is_organic,manual_is_organic,manual_is_organic_status,manual_is_organic_at,manual_is_organic_mode,manual_is_organic_note,silver_nutri_score_grade,manual_nutri_score_grade,manual_nutri_score_grade_status,manual_nutri_score_grade_at,manual_nutri_score_grade_mode,manual_nutri_score_grade_note,silver_protein_class,manual_protein_class,manual_protein_class_status,manual_protein_class_at,manual_protein_class_mode,manual_protein_class_note
3350031672897,Chocolat noir 74% Bio,"Monoprix, Monoprix bio",Pâte de cacao* - sucre de canne* - beurre de cacao* - émulsifiant : lécithines de tournesol* - extrait de vanille*.,100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
8002330002435,Cioccolato fondente extra- amaro 75%,Esselunga,"Pasta di cacao, zucchero, burro di cacao, estratto di vaniglia. Cacao: 75% minimo.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8410109000542,Tableta de chocolate negro 70% cacao,Valor,"Pasta de cacao, azúcar, cacao desgrasado en polvo, manteca de cacao y emulgente: lecitina de _soja_ (E-322). Cacao: 70 % mínimo.",300 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
3258590002059,Noir 100% dattes graines de courge et sésame toasté,Dardenne,"Masse de cacao*², dattes* (25%), beurre de cacao*², graine de courge (8%), _sésame_* toasté (2%).  Cacao: 100%. *ingrédients issus de l'agriculture biologique. ²issus du commerce équitable.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,with_fruit,with_fruit,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
3477730001251,Chocolat noir 75% Bio,Kaoka,"pâte de cacao*, sucre de canne blond*, beurre de cacao*.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
8000300379327,Fondente extra nero 70% cacao,"Nestlé,Perugina","pasta di cacao*, zucchero, burro di cacao*, emulsionante lecitine, aroma naturale di vaniglia",85 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
3560070670017,60% cacao noir equateur,Carrefour,"Pâte de cacao (fèves de cacao d'origine Equateur), sucre, beurre de cacao, émulsifiant : lécithines, arôme naturel de vanille. Cacao : 60% minimum. Peut contenir des traces de fruits à coque, de céréales contenant du gluten et de lait.",80 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,50-70,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,with_fruit,plain,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
8006380315750,Nero Nero 70% con granella di caffè arabica,Novi,"Pasta di cacao, zucchero, burro di cacao, cacao magro, granella di caffè (2,5%), aromi naturali. Cacao: 70% minimo nel cioccolato extra fondente.",75 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,with_coffee,with_coffee,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
3477730040021,Chocolat noir biologique 58% cacao,kaoka,"Pâte de cacao, sucre de canne blond, beurre de cacao.",80 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,50-70,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
3760091726117,Chocolate negro Haití 72% cacao,Ethiquable,"Pasta de cacaoº* de Ecuador 66%, azúcar de cañaº*, manteca de cacaoº*. Cacao mínimo: 720%.  º Ingredientes de agricuitura ecológica: 100% del peso total.  * Ingredientes de comercio justo: 100% del peso total.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
4056489471264,Edelbitter Mild 90%,J. D. GROSS,"Kakaomasse, Kakaobutter, fettarmes Kakaopulver, Zucker, Emulgator: Lecithine (Soja); Vanilleextrakt. Kann Spuren von Schalenfrüchten und Milch enthalten.",125g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8436006834813,Chocolate negro 71% Filipinas,Blanxart,"Cacao, azúcar, manteca de cacao, vainilla",125 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,False,override,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
3760231780207,Chocolat Extra Noir 70% Sélection de Madagascar,Carré Suisse,"Pâte de cacao 100% origine Madagascar (Mélange de fèves Criollo, Trinitario, et Forastero), sucre de canne, beurre de cacao, gousses de vanille. Peut contenir du lait, des noisettes, des amandes et des arachides. Tous les ingrédients sont issus de l'agriculture biologique.",40 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,with_nuts,plain,override,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
8480017139467,Tableta de chocolate negro 85% cacao Origen Santo Domingo,Dia,"Pasta de cacao, azúcar, manteca de cacao, emulgente: lecitinas (E-322) (contiene _soja_), aroma natural de vainilla. Cacao: 85% mínimo.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8006380215791,Novi Neronero 88%,CIOCCOLATO ITALIANO,"Pasta di cacao, zucchero, burro di cacao, estratto naturale da bacche di vaniglia. Può contenere tracce di latte, nocciole, mandorle, pistacchi e soia.",75 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,True,False,override,2026-05-15T15:29:21+00:00,llm,,with_nuts,plain,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
3760077187918,"Chocolat noir, Madagascar, 85%",Saveurs & Nature,"Pâte de cacao et beurre de cacao 85%, sucre de canne 15%",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,False,override,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
3483981190118,Chocolat noir 98%,terra etica,"pâte de cacao (98%), sucre blond de canne.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,False,override,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8430803015529,Tableta de chocolate negro 70% cacao,SuperSol,"Pasta de cacao, azúcar, manteca de cacao, cacao desgrasado en polvo, emulgente: lecitina de _soja_ (E-322) y aroma. Cacao: 70 % mínimo.",150 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
7898142863897,Inspiration 70%,Arcor,"MASSA DE CACAU, AÇÚCAR, CACAU EM PÓ, MANTEIGA DE CACAU, GORDURA VEGETAL, EMULSIFICANTE (LECITINA DE SOJA), AROMATIZANTE",80 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,,empty,,,,med,,empty,,,
3477730001770,Chocolat Pérou 85% cacao,Kaoka,"Pâte de cacao, sucre de canne blond, beurre de cacao",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,False,override,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
3260711079758,Chocolate negro 72% cacao,Auchan,"Pasta de cacao, azúcar, manteca de cacao, cacao desgrasado en polvo, emulgente: lecitina, aroma. Cacao: 72% mínimo.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
8480000121042,Mini tabletas de chocolate negro 72% cacao,Hacendado,"Pasta de cacao, azúcar, manteca de cacao, cacao desgrasado en polvo, emulgente: lecitina de girasol (E-322) y aroma: vainillina. Cacao: 72% mínimo.",200 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
7616500646100,Dunkle Schokolade Crémant 55 %,Frey,"Zucker, Kakaomasse, Kakaobutter, Kakaopulver, Emulgator: Lecithine, natürliches Aroma. Kakao: 55% mindestens.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,50-70,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
4388844023192,Edel-bitter Kakao 60%,"Halba, REWE Bio, Rewe","Kakaomasse, Rohrzucker, Kakaobutter, aus kontrolliert biologischer landwirtschaft",100g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,50-70,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
3477730001305,Chocolat noir 80% - Équateur,Kaoka,"Pâte de cacao*, sucre de canne blond*.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8017596078667,Cioccolato Fondente 70%,"Dolciando, Eurospin","Pasta di cacao*, zucchero di canna*, burro di cacao*, estratto di vaniglia*.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8006070072529,Fondente 74% con granella di cacao,"ICAM, Vanini","Pasta di cacao (prodotta in Italia con cacao proveniente dal Perù), zucchero, burro di cacao, granella di cacao, cacao magro in polvere. Emulsionante: lecitina di soia. Estratto di vaniglia.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,other,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
4061459605853,Zartbitter Schokolade 70%,"Aldi,Choceur,Libeert","Kakaomasse, Zucker, mageres Kakaopulver, Emulgator: Lecithine; natürliches Vanillearoma. Kann Spuren von: Soja, Milch, Gluten, Eiern und Schalenfrüchten enthalten",150 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
