code,product_name,brands,generic_name,categories_tags,ingredients_text,silver,gpt4omini,gptoss,llama3b,status,enum_choices,your_arbitrage,note,auto_arbitrage,auto_reason
4047247083157,Porridge Hafermahlzeit - Schoko,Knusperone,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:porridge","_Haferflocken_ (60 %), getrocknetes _Milcherzeugnis_ (_Milchzucker_, _Milcheiweiß_, wasserfreies _Milchfett_), Fruchtzucker, Glukosesirup, Maisstärke, dunkle Schokoladenstückchen (3 %) (Zucker, Kakaomasse Dextrose, Emulgator: _Sojalecithine_), Sonnenblumenöl, fettarmes Kakaopulver (1,5 %), Salz, Aro...",oat_cereal,oat_cereal,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,kw:choco-priority
4061458198424,Knusprige Bio-Haferpops,"Aldi,Gut Bio,Brüggen",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals","Vollkornhafer (77 %), Gerstenmalzextrakt, Rohrohrzucker, Weizenmehl, Maisstärke, Meersalz.",,other,oat_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",granola,,granola,kw:crunchy
4088600248523,Benefit,Harvest Morn,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:mixed-cereal-flakes","rice (47%), wholegrain wheat (37%), sugar, whole grain barley (5%), barley malt flour (3.5%), barley malt extract, salt, ferrous fumarate, niacin, pantothenic acid, riboflavin, vitamin b6, thiamin, folic acid, vitamin b12",,other,mixed,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",puffed_rice,,puffed_rice,ing:rice-first
4104420081468,Reisflocken,"Alnatura, Alnatura GmbH",Gemahlenes Getreideerzeugnis für Säuglinge nach dem 4. Monat,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:rolled-flakes,en:rice-flakes,de:babykost-nach-dem-4-monat,de:getreidebreie","Reisvollkornmehl*, Thiamin (Vitamin B1) *aus biologischer Landwirtschaft.",,other,puffed_rice,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",puffed_rice,,puffed_rice,kw:rice-puffed-translated
4311501048603,Black & White Bits,Gut & Günstig,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals","35% Creme mit Vanillegeschmack (Zucker, Palmöl, Maltodextrin, Reismehl, Rapsöl, _Magermilchpulver_, Füllstoff: Calciumcarbonat; natürliches Aroma, Emulgator: Lecithine; Antioxidationsmittel: Alpha-Tocopherol), 26% _Weizenvollkornmehl_, Zucker, 16% _Weizenmehl_, 5% fettarmes Kakaopulver, 4% Maisvollk...",chocolate_cereal,other,mixed,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
4751022364255,Grain free cereals - cocoa crisps,Milzu,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals","organic grey pea flour 83%, organic sugar syrup, organic low fat cocoa powder 5,9%, sea salt,",,other,,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,kw:choco-priority
4770149203261,cocoa mix,oho,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals","EN Breakfast cereal &quot;Cocoa mix&quot;. Cereal with cocoa (65%) and pillows with hazelnut flavoured filling (35%) Ingredients: flour (wheat (contains gluten), wheat bran (contains gluten), rice) 59%, sugar, glucose fructose syrup, rapeseed oil, fat reduced cocoa powder 2,5%, cOCoa powder 2,3%, pr...",,other,mixed,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,kw:choco-priority
5010029219241,Crispy minis choco,Weetabix,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals","Wholegrain Wheat 89%, sugar, dark chocolate (12%) (sugar, cocoa paste, cocoa butter, emulsifier: soya lecithin, aroma), salt, flavouring, iron, niacin, thiamin (vitamin b1), riboflavin (vitamin b2), folic acid,",chocolate_cereal,other,chocolate_cereal,,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
5011766778008,Organic Chocolate Stars,Freee,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals","Maize flour, rice flour, cane sugar, chocolate 5% (cocoa mass, cane sugar, cocoa butter, cocoa powder), cocoa, salt, rice bran extract.",,other,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,kw:choco-priority
5011766778169,Cinnamon Hoops,Freee,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:specific-products,en:breakfast-cereals,en:products-for-specific-diets,en:products-without-gluten,en:maize-cereal","Maize flour* 75%, sugar*, salt, cinnamon*0.5% *Organic produce.",,other,corn_flakes,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",corn_flakes,,corn_flakes,ing:maize-first
5050083519116,Choco Krispies,Kellogg's,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals","Arroz, Azúcar, Cacao desgrasado en polvo, Maltodextrina, Pasta de cacao, Sal, Aroma de malta de cebada, Aroma, Aroma natural. VITAMINAS Y MINERALES: Niacina, Hierro, Vitamina B6, Riboflavina (B2), Tiamina (B1), Ácido fólico, Vitamina D, Vitamina B12.",,other,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,kw:choco-priority
5057753264093,Bran Flakes,Tesco Free From,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:breakfast-cereals-fortified-with-vitamins-and-chemical-elements,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:breakfast-cereals-rich-in-fibre,en:breakfast-cereals-rich-in-fibre-fortified-with-vitamins-and-chemical-elements,en:mixed-cereal-flakes","Rice, Maize Bran (15%), sugar, salt, Iron, Niacin, Pantothenic Acid, Vitamin D3, Riboflavin, Vitamin B6, Thiamine Mononitrate, Folic Acid, Vitamin B12.",,,other,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",puffed_rice,,puffed_rice,ing:rice-first
5059319006260,Kelloggs extra,Kellogg's,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:mueslis,en:crunchy-cereal-clusters,en:cereal-clusters-with-chocolate","Avena integrale (48%),zucchero, olio di palma , pezzi di cioccolato (11%) farina di frumento, nocciole, sale, melassa, cocco essiccato, estratto di malto d’orzo",chocolate_cereal,other,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
5059319016542,Pépites d'avoine croustillantes - copeaux de chocolat noir,Kellogg's,"Pépites croustillantes d'avoine , blé et orge au chocolat noir","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:mueslis,en:breakfast-cereals-fortified-with-vitamins-and-chemical-elements,en:crunchy-mueslis,en:mueslis-with-chocolate,en:breakfast-cereals-rich-in-fibre,en:crunchy-mueslis-with-chocolate,en:crunchy-chocolate-muesli-fortified-with-vitamins-and-chemical-elements,en:diet-chocolate-breakfast-cereals,en:diet-chocolate-breakfast-cereals-fortified-with-vitamins-and-chemical-elements","_Avoine_ complète (66%), chocolat noir (10%) (pâte de cacao, sucre, matière grasse du _lait_, émulsifiant {lécithine de tournesol)), sucre, huile de tournesol, farine de _blé_ (6%), fibre de maïs, sirop de glucose, _orge_ soufflé (2%), émulsifiant (lécithine de _soja_), arôme naturel d'épices, arôme...",chocolate_cereal,oat_cereal,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
7501077400050,Harina de Maíz Nixtamalizado,Maseca,Harina de maíz,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:flours,en:breakfast-cereals,en:cereal-flours,en:cornmeal","Harina (Maíz blanco nixtamalizado),  Ácido Fólico, Hierro electrolítico, Óxido de Zinc, Vitamina B1, Vitamina B2, Vitamina B3",,other,,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,cat:non-cereal-product
7610023000173,Nature Crunch,bio-familia,Muesli nature,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis,en:crunchy-mueslis","_Flocons d'avoine_ complète, _flocons d'engrain_ 24.5%, riz, huile de tournesol, oligofructose, maïs, farine complète (_blé_, _seigle_, _orge_), poudre de cacao maigre, sel. Peut contenir lait, soja, amandes, noisettes, noix de pécan, noix de cajou, sésame",muesli,granola,mixed,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",muesli,,muesli,cat:mueslis
7613034932266,NESTLE CRUNCH Céréales 750g,"Nestlé, Crunch","Céréales aromatisées, prêtes à consommer et sources de 7 vitamines, calcium et fer","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:breakfast-cereals-fortified-with-vitamins-and-chemical-elements,en:extruded-cereals,en:unfilled-breakfast-chocolate-cereals-fortified-with-vitamins-and-chemical-elements","BLÉ complet 31,5 %, farine de riz, sucre, chocolat 12,6 % (cacao maigre en poudre, sucre, pâte de cacao), semoule de maïs, sirop de glucose, huile de tournesol, sirop de sucre inverti, carbonate de calcium, émulsifiant : lécithines ; mélasse, arôme naturel, fer, vitamines B3, B5, D, B6, B1, B2, B9. ...",chocolate_cereal,other,mixed,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
7613037793338,NESTLE LION Céréales 750g,"Nestlé, Lion","Céréales prêtes à consommer, avec de la pâte de caramel (6,3%), aromatisées et sources de 7 vitamines, calcium et fer","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:extruded-cereals,en:cereals-with-caramel","BLE complet 41,3%, farine de BLE, sucre, sirop de glucose, huile de palme, chocolat 3,0% (cacao maigre en poudre, pâte de cacao, sucre), LAIT concentré sucré (LAIT, sucre), carbonate de calcium, sel, arômes naturels, émulsifiant lécithines, sirop de sucre caramélisé, fer, vitamines B3, B5, D, B6, B1...",chocolate_cereal,other,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
7771214002762,Kriskao,"Venado,Kriskao","hojuelas de cereal achocolatado a base de maíz, trigo, arroz.","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:extruded-cereals","Azúcar, harina de maíz, harina de trigo fortificada, harina de arroz, agua, cacao en polvo, leche descremada en polvo, extracto de malta, saborizantes artificiales (saborizante artificial a chocolate, saborizante artificial de vainilla), sal, colorante artificial (colorante artificial chocolate), Ác...",chocolate_cereal,other,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
7771214002861,Kriskao,"Kris,Venado,Kriskao","hojuelas de cereal achocolatado a base de maíz, trigo y arroz.","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:extruded-cereals","Azúcar, harina de maíz, harina de trigo fortificada, harina de arroz, agua, cacao en polvo, leche descremada en polvo, extracto de malta, saborizantes artificiales (saborizante artificial a chocolate, saborizante artificial a vainilla), sal, colorante artificial (colorante artificial chocolate), Áci...",chocolate_cereal,other,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
7772602002883,Chocoleo,"Princesa,Simsa,Chocoleo","hojuelas extruidas de maíz, trigo, avena y arroz fortificado con vitaminas y minerales sabor artificial chocolate amargo.","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:breakfast-cereals-fortified-with-vitamins-and-chemical-elements,en:extruded-cereals,en:cereal-flakes-with-chocolate","Azúcar, harina de Maíz, harina de Trigo, harina de Avena, harina de Arroz, cacao en polvo, leche descremada en polvo, sal yodada, vitaminas y minerales (Vit A, Vit D3, Vit B1, Vit C, Vit B12, Vit B2, Niacinamida, Vit B6, Ácido Fólico, Ca, P, I, Zn, Fe), Colorante (Chocolate Oscuro), Saborizante Arti...",chocolate_cereal,other,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
7772622211340,Cereal de Maíz y Quinua sabor Chocolate,"Foodness,Montecristo","cereal para desayuno a base de maíz y quinua sabor chocolate con stevia, libre de gluten.","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:specific-products,en:breakfast-cereals,en:products-for-specific-diets,en:chocolate-cereals,en:flakes,en:products-without-gluten,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:corn-flakes,en:cereal-flakes-with-chocolate,en:mixed-cereal-flakes","Harina de maíz, Cocoa alcalina, Harina de quinua, Stevia.",chocolate_cereal,other,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
7792360091776,Vizzio cereal,"Vizzio,Bonafide",Cereal crocante bañado con chocolate con leche,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:breakfasts,en:cereals-and-potatoes,en:sweet-snacks,en:cereals-and-their-products,en:cocoa-and-its-products,en:confectioneries,en:festive-foods,en:breakfast-cereals,en:chocolate-candies,en:christmas-foods-and-drinks,en:chocolate-cereals,en:christmas-sweets","azúcar, cereal (harina de trigo enriquecida según ley 25630 (harina de trigo, hierro, ácido fólico, tiamina, riboflavina, niacina), harina de arroz, azúcar, harina de maíz, cacao, salvado, almidón, colorante natural (INS 150d), antiaglomerante (INS 341), regulador de acidez (INS 170i), aromatizante ...",chocolate_cereal,other,mixed,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
8001863300452,Quinoa soffiata,Bertoncini,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals",Quinoa,,other,,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,kw:other-grain-no-class
8002330008857,Chejoy,"Esselunga, Esselunga Chejoy",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals","cereali (semola di riso, farina di frumento 19%, farina di avena, farina di frumento integrale 2,4%), crema al cioccolato e alle nocciole 35% [zucchero, oli vegetali (girasole, cocco), siero di latte in polvere, cioccolato 4,5% (zucchero, cacao in polvere, burro di cacao), nocciole 1%, emulsionante:...",,other,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,ing:choco-in-top-ingredients
8003100896254,miglio flakes,"Selex, natura chiama selex",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,it:cereali-colazione","Farina di riso* 57,3%, farina di miglio* 30,8%, zucchero di canna*, estratto di malto d'orzo*, sale. *Biologico. Può contenere soia, latte e frutta a guscio.",,other,mixed,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,kw:other-grain-no-class
8445290517159,Chocapic,"Nestlé,Chocapic","cereal para el desayuno a base de trigo integral, trigo y trigo integral con sabor chocolate.","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:extruded-cereals,en:chocolate-wheat-shells","Granos de cereal 65.0% [Harina de maíz integral 25.3%, Harina de trigo 21.0%, Harina de trigo integral 18.7%], Azúcar, Cacao en polvo 6.5%, Extracto de malta (Cebada), Aceite de palma fraccionado, Vitaminas y Minerales (Carbonato de calcio, Niacina, Óxido de zinc, Pantotenato de calcio, Hierro reduc...",chocolate_cereal,other,chocolate_cereal,muesli,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,cat:chocolate-cereals
9004617066580,Porridge Erdbeer-Chia imp,VERIVAL,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:porridge","Vollkorn-Haferschrot* glutenfrei 74%, Datteln* geschnitten 8% (Datteln* 97%, Reismehl*), Apfelwürfel*, Mandeln* gehackt, Erdbeeren* 3%, Chiasamen* „Salvia Hispanica&quot; 3%, Leinsaat* braun. *) Aus kontrolliert biologischem Anbau.",oat_cereal,muesli,mixed,,no_majority,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",oat_cereal,,oat_cereal,kw:oat-cereal
