code,product_name,brands,generic_name,categories_tags,ingredients_text,silver,gpt4omini,gptoss,llama3b,status,enum_choices,your_arbitrage,note,auto_arbitrage,auto_reason
8000430240108,Crema bel paese,Galbani,Formaggini,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:melted-cheese","Formaggi (latte, sale, caglio), acqua, siero di latte in polvere e/o concentrato, burro (crema di latte e/o di siero di latte), proteine del latte, sali di fusione: polifosfati di sodio, citrati di sodio.",,mixed,,cow,no_majority,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
8026203009208,3 mozzarelle di latte di bufala,Spinosa,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:stretched-curd-cheeses,en:buffalo-cheeses,en:mozzarella,en:buffalo-mozzarella","LATTE di bufala pastorizzato, sieroinnesto naturale, sale, caglio.",buffalo,,buffalo,cow,no_majority,"cow, goat, sheep, buffalo, mixed, other",buffalo,,buffalo,kw:buffalo
4041249351009,BIOFETA,Notos,"Bio Feta PDO, mindestens 45% Fett i. Tr.","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:greek-cheeses,en:sheep-s-milk-cheeses,en:feta","pasteurisierte Bio-Schafmilch und Bio-Ziegenmilch, Meersalz, Lab (mikrobiell), Milchsäurekulturen",sheep,mixed,mixed,cow,silver_diff,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,named:feta
5200112734717,High Protein White Cheese,Omiros,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:goat-cheeses,en:cheese-from-goat-s-milk-from-pasteurised-milk","Pasteurized sheep's milk, pasteurized goat's milk, salt, lactic acid cultures, microbial rennet, calcium chloride.",goat,mixed,mixed,,silver_diff,"cow, goat, sheep, buffalo, mixed, other",goat,,goat,kw:goat
5201168218114,FETA,DODONI,Feta cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:greek-cheeses,en:sheep-s-milk-cheeses,en:feta,en:feta-blocs","Pasteurised sheep's and goat's milk, salt, starter culture, rennet.",sheep,mixed,mixed,cow,silver_diff,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,named:feta
5202425000022,Feta,Hotos,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:fresh-foods,en:pasteurised-products,en:goat-cheeses,en:greek-cheeses,en:pasteurized-cheeses,en:sheep-s-milk-cheeses,en:feta,en:aoc-cheeses,en:labeled-cheeses,fr:produits-aoc,fr:produits-labellises","95% Schafmilch, 5% Ziegenmilch",goat,mixed,mixed,cow,silver_diff,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,named:feta
0021000602704,White American Pasteurized Process American Cheese with Added Calcium,Kraft Deli Deluxe,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses",american cheese,,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
0046100001288,Natural Provolone cheese,Sargento,Queso provolone en rebanadas,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","Leche entera de vaca pasteurizada, cultivo láctico, sal, enzimas, saborizante natural a ahumado. Contiene: Leche",,cow,cow,,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
00492539,Grated Parmigiano Reggiano DOP,Sainsbury's,Grated Italian Parmigiano Reggiano DOP medium fat hard cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:parmigiano-reggiano",Parmigiano Reggiano Cheese (Cows' _Milk_).,,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:parmigiano
0052833227017,Queso tipo suizo en rebanadas,Joseph Farms,Queso tipo suizo en rebanadas,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:pasteurized-cheeses","Leche entera pasteurizada de vaca, cultivos lácticos, sal común, cuajo. Contiene: Leche. Queso tipo suizo leche entera de vaca.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
01612533,Queso tipo provolone rebanado ahumado,Extra Special,Queso provolone rebanado ahumado,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:pasteurized-cheeses","Leche entera pasteurizada de vaca, sal yodada, cloruro de calcio, cuajo y cultivos lácticos. Contiene: Leche.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
0767707001159,Kerrygold Swiss Cheese,Kerrygold,Swiss Cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","PART SKIM PASTEURIZED MILK, SALT, CHEESE CULTURES& ENZYMES. CONTAINS: MILK",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
2000000137811,Stracchino,Stella Bianca,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:stracchino","latte pastorizzato, crema di latte, fermenti lattici, sale, caglio.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
20008734,Toast Style Processed Cheese Slices,Milbona,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:pasteurized-cheeses,en:sliced-cheeses","38 % cheese**, water, butter, skimmed-milk powder, milk protein, whey powder (milk), melting salt tpoiypnosphates, sodium phosphates, sodium citrates), salt **made with microbial and animal rennet, manufactured in germany, refrigerated",,mixed,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
20053468,Gorgonzola DOP mild,"Igor, Milbona",,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:blue-veined-cheeses,en:italian-cheeses,en:gorgonzolas","Pasteurisierte Kuhmilch, Käsereikulturen, Meersalz, tierisches Lab, Edelschimmelkulturen.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
20128258,stracchino,Merivio,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:stracchino","latte pastorizzato, 5% yogurt (latte, fermenti lattici), fermenti lattici, sale, caglio. Origine del latte: Italia.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
20155247,4 Quesos,Milbona,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:grated-cheese","25% queso emmental (leche pasteurizada. sal, cultivos microbianos, cuajo microbiano), 25% queso (leche pasteurizada, sal, cultivos microbianos, cuajo microbiano), 24% queso cheshire rojo (leche pasteurizada, sal, cultivos microbianos, colorante: carotenos; cuajo microbiano), 24% queso gouda (leche p...",,mixed,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:gouda
20245894,Gorgonzola DOP Picante,"Fjord, Lovilio",,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:blue-veined-cheeses,en:italian-cheeses,en:gorgonzolas","Latte, sale , caglio.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
20266394,fromage blanc 0%,ENVIA,Fromage blanc à 0% de matière grasse,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fromages-blancs-petit-suisses-and-skyr,en:pasteurised-products,en:plain-fermented-dairy-desserts,en:pasteurized-cheeses,fr:fromages-blancs,en:fat-free-plain-fresh-cream-cheese,fr:fromages-blancs-natures","Lait écrémé pasteurisé, ferments lactiques (_lait_).",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
20358785,Comté,Étoile d'Or,Fromage à pâte pressée cuite,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:hard-cheeses,en:french-cheeses,en:comte,fr:comte-chene-d-argent,fr:fromage-comte-chene-d-argent","_lait_ cru de vache, sel, ferments lactiques (_lait_), présure animale.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:comté
20881054,Skyr Icelandic Style Strawberry,Pilos,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fermented-dairy-desserts-with-fruits,en:fromages-blancs-petit-suisses-and-skyr,en:skyrs,en:cream-cheeses,en:fruit-skyrs","Cream cheese preparation with 20% strawberry preparation with sweeteners, low-fat milk content. Ingredients: Skimmed milk, water, 7% strawberry, modified starch, lemon juice concentrate, natural flavor (contains milk), thickeners: pectins, xanthan gum; coloring carrot concentrate, sweeteners: aspart...",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
20997663,Bio organic queso quark Vainilla,Milbona,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:quarks,en:cream-cheeses","Queso quark', leche' fermentada desnatada, azúcar' de remolacha, agua, almidón de maíz, 0.2% extracto de vainilla bourbon, espesante: goma garrofín; 0.02% Vainilla bourbon en polvo.",,cow,,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
22016645,Queso fresco granulado Cottage cheese,Milsani,Queso fresco,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:plain-fermented-dairy-desserts,en:fresh-cheeses,en:cottage-cheeses,en:plain-cottage-cheeses","_Leche_ desnatada, _nata_, sal, fermentos lácticos, coagulante de leche microbiano.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
22125309,Original Französischer Weichkäse,Roi de Trefle,Weichkäse 60% Fett i. Tr.,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses,en:soft-cheeses-with-bloomy-rind",Weichkäse 60% Fett i. Tr.,,cow,,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
22152725,Halloumi,Genuss der Saison,"Schnittkäse aus Kuh-, Ziegen- und Schafsmilch","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:meat-alternatives,en:cypriot-cheeses,en:grilling-cheeses,en:halloumi","pasteurisierte Milch (_Kuh-_, _Ziegen-_ und _Schafsmilch_), Speisesalz, mikrobieller Labaustauschstoff, Minze",,mixed,mixed,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,named:halloumi
2350163002051,Queso light,Entrepinares,Queso de mezcla madurado,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:sliced-cheeses","_Leche_ pasteurizada de vaca 75%, _leche_ pasteurizada de oveja 5%, _leche_ pasteurizada de cabra 5%, sal, cuajo, fermentos lácticos.",,mixed,mixed,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",goat,,goat,named:cabra
2350919010781,Queso tierno,"Entrepinares,Hacendado",Queso de mezcla madurado.,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","_Leche_ pasteurizada de vaca 60 %, _leche_ pasteurizada de oveja 15 %, _leche_ pasteurizada de cabra 10 %, sal, cuajo, estabilizante (cloruro cálcico) y fermentos lácticos.",,mixed,mixed,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",goat,,goat,named:cabra
2350965003881,Queso de mezcla curado,Hacendado,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:spanish-cheeses,es:queso-castellano","Leche de vaca (50 %), leche de oveja (25%), leche de cabra (15%), sal, cuajo, fermentos lácticos.  Conservadores ( E-202, E-235), colorante (E-172)",,mixed,mixed,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",goat,,goat,named:cabra
26064567,Les Croquins fromage fondu et gressins,Conquérant,Fromage fondu et mini gressins en barquette,"en:plant-based-foods-and-beverages,en:dairies,en:fermented-foods,en:plant-based-foods,en:fermented-milk-products,en:snacks,en:cereals-and-potatoes,en:cheeses,en:salty-snacks,en:breads,en:breadsticks,en:melted-cheese","Fromage fondu 71,4%: _lait_ écrémé réhydraté (origine: France), _beurre_, _fromages_, protéines de _lait_, sels de fonte: (polyphosphates), acidifiant: (acide citrique), sel. Gressins 28,6%: farine de _blé_, huile de tournesol, malt d'_orge_, sel, levure",,mixed,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
26086415,Parmigiano Reggiano copeaux OU Parmigiano Reggiano râpé,"Casale, Trentin SpA",Parmesan en copeaux OU râpé,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:parmigiano-reggiano","_Lait_, sel, présure.",,,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:parmesan
3023290025338,KVARG STRACCIATELLA,Nestlé LINDAHLS,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fermented-dairy-desserts-with-fruits,en:chocolate-desserts,en:quarks,en:cream-cheeses","quark (from milk) (93%), water, chocolate pieces (0,5%) (cocoa butter, cocoa powder, fat reduced cocoa powder, butter (from milk), sugar), modified maize starch, natural vanilla flavouring, lemon juice concentrate, thickener: pectin, sweeteners (aspartame, acesulfame k), acidity regulator (citric ac...",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3047670000692,Camembert Cremig-Würzig,"Géramont, Savencia","Französischer Weichkäse aus pasteurisierter Kuhmilch, Rahmstufe","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses,en:soft-cheeses-with-bloomy-rind,en:fermentierte-lebensmittel,en:fermentierte-milch,en:kuhmilchkase,en:kase,en:milchprodukte,en:weichkase","pasteurisierte Kuhmilch, Sahne,  Käsereikulturen, Lab, Speisesalz",,cow,,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:camembert
3176582016269,Raclette,Riches monts,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:pasteurized-cheeses,en:raclette,en:sliced-cheeses","pasteurized cow's milk, salt, ferments,",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
3184670001387,La faisselle 0% - fromage blanc de campagne,Rians,Fromage frais nature en faisselle au lait de vache écrémé pasteurisé,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:pasteurized-cheeses,en:cream-cheeses,en:faiselles",_lait_ de vache écrémé pasteurisé.,,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
3184670004890,Ce Fromage blanc rémunère au juste prix son producteur,"C'est qui le Patron ?!, La marque du consommateur",Fromage blanc,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:plain-fermented-dairy-desserts,fr:fromages-blancs,en:fresh-cream-cheese-with-cow-s-milk,fr:fromages-blancs-natures","Lait entier 92 % et crème pasteurisés, ferments lactiques, présure naturelle.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3222110010695,Käse - Saint Albray,Saint Albray,"Französischer Weichkäse aus pasteurisierter Kuhmilch, 62% Fett i. Tr.","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses,en:soft-cheeses-with-bloomy-rind,en:pasteurised-products,en:pasteurized-cheeses,en:fermentierte-lebensmittel,en:fermentierte-milch,en:franzosischer-kase,en:kase,en:milchprodukte,en:pasteurisierte-produkte,en:pasteurisierter-kase,en:weichkase","pasteurized cow's milk, cheese cultures, microbial rennet, table salt, dye beta-carotene, in the bark, may contain traces of sheep's milk,",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,kw:sheep
3222473269501,Comté râpé,Casino,Comté râpé. Fromage à pâte pressée cuite,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:hard-cheeses,en:french-cheeses,en:unpasteurised-cheeses,en:comte,fr:fromages-aoc,fr:fromages-labellises,fr:produits-aoc,fr:produits-labellises",Lait cru de vache - sel - ferments lactiques (contient lait)- présure bovine.,,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:comté
3252540929083,Fourme D'ambert Aop 220g,Laqueuille,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:blue-veined-cheeses,en:french-cheeses,en:french-blue-veined-cheeses,en:pasteurized-cheeses,en:fourme-d-ambert-cheese-from-cow-s-milk","LAIT de vache, sel, ferments LACTIQUES, ferments d'affinage, présure.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
3272320055535,Cancoillotte IGP Savagnin 250g marque,"Fromagerie Milleret, Le Francomtois",Spécialité fromagère fondue.,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:french-cheeses,en:processed-cheese,en:cancoillottes,en:cheeses-perishable","Metton (Lait écrémé pasteurisé, ferments lactiques, coagulant), eau, beurre, vin blanc Savagnin 5.3% (Sulfites), sel de fonte : citrate de sodium, sel. Lait : origine France.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3285810043202,Cancoillotte IGP Ail 250g marque,Le Francomtois,Spécialité fromagère fondue à l'ail.,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:french-cheeses,en:processed-cheese,en:cancoillottes,en:cheeses-perishable","Metton (Lait écrémé pasteurisé, ferments lactiques, coagulant), eau, beurre, Ail de France (2.7%), sel de fonte : citrate de sodium, sel. Lait : origine France.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3329770062252,Calin extra 0%,Yoplait,spécialité laitière,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:plain-fermented-dairy-desserts,fr:specialites-laitieres,fr:specialites-laitieres-nature-non-sucrees","Lait écrémé déshydraté , Lait écrémé , Concentré des minéraux du lait , Ferments lactiques (lait) , Vitamine D.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3336660003011,L'Affiné au Chablis - Fromage à pâte molle au lait pasteurisé,"1540 Vestby,Carrefour,Norwegen,Oluf Lorentzen AS,Toveien 22",Fromage à pâte molle au lait pasteurisé,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:pasteurised-products,en:soft-cheeses-with-washed-rind,en:pasteurized-cheeses","Lait , sel, ferments, Chablis",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3482010000015,Valbreso French Feta Cheese 600g,Valbreso,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","Pasteurized sheep's milk, salt, lactic starters, microbial rennet, calcium chloride.",,sheep,sheep,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,named:feta
3564700590850,Fromage blanc saveur Vanille 0%,Délisse,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fromages-blancs-petit-suisses-and-skyr,en:flavoured-fermented-dairy-desserts,fr:fromages-blancs,fr:fromages-blancs-aromatises","Lait écrémé pasteurisé (origine : France) ; sucre 8,5% ; eau ; amidon modifié de maïs ; arôme vanille ; gousse de vanille épuisée ; colorants : extrait de paprika , curcumine ; ferments lactiques. Décor : écorce de vanille.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3564709015200,Faisselle de la Bresse,Nos Régions Ont du Talent,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:cream-cheeses,en:faisselles,fr:faisselles-de-brebis","_Lait_ écrémé pasteurisé (origine: France), crème pasteurisé (origine: France), _lait_ écrémé en poudre (origine: France), ferments _lactiques_, présure.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
3564709051765,Cancoillotte à l'ail,Nos Régions Ont du Talent,Cancoillotte à l'ail - Cancoillotte Ail,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:french-cheeses,en:processed-cheese,en:cancoillottes","Eau, _lait_ écrémé caillé, _beurre_, ail en poudre 1 %, sels de fonte: citrates de sodium, sel. Traces de fruits à coque.",,,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
4001954420025,Frisch & Cremig - Kräuter,Kerrygold,Frischkäse,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:spreads,en:salted-spreads,en:fresh-cheeses,en:cream-cheeses","Frischkäsezubereitung, Doppelrahmstufe im Milchanteil, wärmebehandelt : Frischkäse (93 %), Kräuter (2,2%) (Schnittlauch, Petersilie, Kerbel), Wasser, Knoblauch, Zwiebeln, Gewürze, Speisesalz. Ungeöffnet bei max. +8°C mindestens hlha bic ciebe Boden",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
4002468143790,Vielfalt Ecken,Hochland,Schmelzkäsezubereitung,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:processed-cheese","2 x Sorte Schinken: Käse (35 %), Süßmolke, Butter, Rahm* (10%), Süßmolkenpulver, Kochschinken (3,6 %) (Schweinefleisch, Wasser, Speisesalz, Dextrose, Antioxidationsmittel Natriumascorbat, Stabili - sator Natriumcitrate, Verdickungsmittel Carrageen, Konservierungsstoff Natriumnitrit), Schmelzsalze (P...",,mixed,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
4006402049193,"Bergbauern Käse, würzig-nussig",Bergader,"Schnittkäse, 48% Fett i. Tr.","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:sliced-cheeses","Pasteurisierte _Milch_, Kochsalz, Käsereikulturen, mikrobieller Labaustauschstoff.",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
4014500029658,Zottarella Minis - Classic,Zott,"Mozzarella, 45 % Fett i. Tr.","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:stretched-curd-cheeses,en:mozzarella","_Milch_, Speisesalz, mikrobielles Lab, Säuerungsmittel: Citronensäure",,cow,cow,cow,silver_missing,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:mozzarella
